timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1641991594386,1791,HTTP Request,200,OK,oracle 1-6,text,true,,365,164,95,95,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1789,0,604
1641991594507,1673,HTTP Request,200,OK,oracle 1-12,text,true,,365,164,95,95,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1673,0,483
1641991594686,1499,HTTP Request,200,OK,oracle 1-21,text,true,,365,164,96,96,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1499,0,305
1641991594447,1758,HTTP Request,200,OK,oracle 1-9,text,true,,365,164,96,96,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1758,0,544
1641991594546,1659,HTTP Request,200,OK,oracle 1-14,text,true,,365,164,96,96,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1659,0,447
1641991594341,1863,HTTP Request,200,OK,oracle 1-2,text,true,,365,164,96,96,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1863,0,649
1641991594626,1579,HTTP Request,200,OK,oracle 1-18,text,true,,365,164,96,96,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1579,0,365
1641991594407,1799,HTTP Request,200,OK,oracle 1-7,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1799,0,583
1641991594366,1841,HTTP Request,200,OK,oracle 1-5,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1841,0,624
1641991594566,1648,HTTP Request,200,OK,oracle 1-15,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1648,0,424
1641991594341,1873,HTTP Request,200,OK,oracle 1-1,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1873,0,651
1641991594706,1512,HTTP Request,200,OK,oracle 1-22,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1512,0,285
1641991594469,1749,HTTP Request,200,OK,oracle 1-10,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1749,0,522
1641991594935,1284,HTTP Request,200,OK,oracle 1-33,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1284,0,127
1641991594606,1615,HTTP Request,200,OK,oracle 1-17,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1615,0,391
1641991594885,1339,HTTP Request,200,OK,oracle 1-31,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1339,0,134
1641991594827,1397,HTTP Request,200,OK,oracle 1-28,text,true,,365,164,97,97,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1397,0,166
1641991594526,1707,HTTP Request,200,OK,oracle 1-13,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1707,0,465
1641991594427,1806,HTTP Request,200,OK,oracle 1-8,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1806,0,563
1641991594647,1586,HTTP Request,200,OK,oracle 1-19,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1586,0,344
1641991594488,1745,HTTP Request,200,OK,oracle 1-11,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1745,0,509
1641991594866,1367,HTTP Request,200,OK,oracle 1-30,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1367,0,146
1641991594585,1648,HTTP Request,200,OK,oracle 1-16,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1648,0,406
1641991594726,1513,HTTP Request,200,OK,oracle 1-23,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1513,0,265
1641991594806,1435,HTTP Request,200,OK,oracle 1-27,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1435,0,184
1641991594666,1576,HTTP Request,200,OK,oracle 1-20,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1576,0,325
1641991594346,1898,HTTP Request,200,OK,oracle 1-4,text,true,,365,164,98,98,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1898,0,645
1641991594946,1304,HTTP Request,200,OK,oracle 1-34,text,true,,365,164,99,99,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1304,0,127
1641991594847,1407,HTTP Request,200,OK,oracle 1-29,text,true,,365,164,99,99,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1407,0,143
1641991594786,1469,HTTP Request,200,OK,oracle 1-26,text,true,,365,164,99,99,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1469,0,207
1641991594746,1541,HTTP Request,200,OK,oracle 1-24,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1541,0,244
1641991594906,1390,HTTP Request,200,OK,oracle 1-32,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1390,0,138
1641991594966,1334,HTTP Request,200,OK,oracle 1-35,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1334,0,133
1641991594341,1960,HTTP Request,200,OK,oracle 1-3,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1960,0,648
1641991596006,299,HTTP Request,200,OK,oracle 1-87,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,299,0,133
1641991594766,1555,HTTP Request,200,OK,oracle 1-25,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1555,0,224
1641991594986,1342,HTTP Request,200,OK,oracle 1-36,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1342,0,132
1641991595046,1287,HTTP Request,200,OK,oracle 1-39,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1287,0,127
1641991596205,130,HTTP Request,200,OK,oracle 1-2,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,130,0,0
1641991596234,105,HTTP Request,200,OK,oracle 1-13,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,105,0,0
1641991596220,121,HTTP Request,200,OK,oracle 1-33,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,121,0,0
1641991596178,171,HTTP Request,200,OK,oracle 1-6,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,171,0,0
1641991596234,115,HTTP Request,200,OK,oracle 1-16,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,115,0,0
1641991596234,116,HTTP Request,200,OK,oracle 1-8,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,116,0,0
1641991596045,305,HTTP Request,200,OK,oracle 1-89,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,305,0,135
1641991596205,148,HTTP Request,200,OK,oracle 1-18,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,148,0,0
1641991596086,272,HTTP Request,200,OK,oracle 1-91,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,272,0,121
1641991595065,1293,HTTP Request,200,OK,oracle 1-40,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1293,0,128
1641991596105,253,HTTP Request,200,OK,oracle 1-92,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,253,0,132
1641991596208,150,HTTP Request,200,OK,oracle 1-5,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,150,0,0
1641991596205,154,HTTP Request,200,OK,oracle 1-9,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,154,0,0
1641991596239,123,HTTP Request,200,OK,oracle 1-23,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,123,0,0
1641991596181,183,HTTP Request,200,OK,oracle 1-12,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,183,0,0
1641991596066,300,HTTP Request,200,OK,oracle 1-90,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,300,0,126
1641991596214,154,HTTP Request,200,OK,oracle 1-15,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,154,0,0
1641991595027,1341,HTTP Request,200,OK,oracle 1-38,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,1341,0,127
1641991596219,151,HTTP Request,200,OK,oracle 1-10,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,151,0,0
1641991596234,148,HTTP Request,200,OK,oracle 1-30,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,148,0,0
1641991596215,169,HTTP Request,200,OK,oracle 1-1,text,true,,365,164,100,100,https://ej7guxgo78.execute-api.us-east-2.amazonaws.com/items/2112101,169,0,0
